p2=0.1,p2=0.5,p2=0.9
0.8632666666666666,0.9542533333333334,0.9724066666666666
0.81714,0.9088133333333333,0.9404066666666666
0.80506,0.8690666666666667,0.90814
0.8021466666666667,0.8370666666666666,0.8736866666666666
0.7993533333333332,0.8106266666666666,0.8400733333333333
0.8031666666666666,0.78674,0.8067333333333334
0.80596,0.7678866666666667,0.7796333333333333
0.8090200000000001,0.75402,0.75606
0.8132333333333333,0.7420666666666667,0.7284
